sys,t_res,s_res,time_span,tr,ta,total_time
Polaris,hour,0.25,1.0,0.9927716255187988,0,0.9927716255187988
Polaris,hour,0.25,2.5,0.15726351737976074,0,0.15726351737976074
Polaris,hour,0.25,5.0,0.10454678535461426,0,0.10454678535461426
Polaris,hour,0.25,10.0,0.1463005542755127,0,0.1463005542755127
Polaris,hour,0.25,10.0,0.14772891998291016,0,0.14772891998291016
Polaris,hour,0.25,10.0,0.1484222412109375,0,0.1484222412109375
Polaris,year,0.25,1.0,0.034813880920410156,0,0.034813880920410156
Polaris,year,0.25,1.0,0.03381943702697754,0,0.03381943702697754
Polaris,year,0.25,1.0,0.03366494178771973,0,0.03366494178771973
Polaris,year,0.25,2.5,0.033774614334106445,0,0.033774614334106445
Polaris,year,0.25,2.5,0.0340428352355957,0,0.0340428352355957
Polaris,year,0.25,2.5,0.03391098976135254,0,0.03391098976135254
Polaris,year,0.25,5.0,0.03504681587219238,0,0.03504681587219238
Polaris,year,0.25,5.0,0.034461259841918945,0,0.034461259841918945
Polaris,year,0.25,5.0,0.034390926361083984,0,0.034390926361083984
Polaris,year,0.25,10.0,0.034244537353515625,0,0.034244537353515625
Polaris,year,0.25,10.0,0.03403782844543457,0,0.03403782844543457
Polaris,year,0.25,10.0,0.036031484603881836,0,0.036031484603881836
Polaris,hour,1.0,1.0,0.07330799102783203,0,0.07330799102783203
Polaris,hour,1.0,2.5,0.15473723411560059,0,0.15473723411560059
Polaris,hour,1.0,5.0,0.10375094413757324,0,0.10375094413757324
Polaris,hour,1.0,10.0,0.14378952980041504,0,0.14378952980041504
Polaris,hour,1.0,10.0,0.14707517623901367,0,0.14707517623901367
Polaris,hour,1.0,10.0,0.14671897888183594,0,0.14671897888183594
Polaris,year,1.0,1.0,0.03404831886291504,0,0.03404831886291504
Polaris,year,1.0,1.0,0.03405404090881348,0,0.03405404090881348
Polaris,year,1.0,1.0,0.03335428237915039,0,0.03335428237915039
Polaris,year,1.0,2.5,0.033967018127441406,0,0.033967018127441406
Polaris,year,1.0,2.5,0.0336604118347168,0,0.0336604118347168
Polaris,year,1.0,2.5,0.03407549858093262,0,0.03407549858093262
Polaris,year,1.0,5.0,0.03368711471557617,0,0.03368711471557617
Polaris,year,1.0,5.0,0.03369021415710449,0,0.03369021415710449
Polaris,year,1.0,5.0,0.03347587585449219,0,0.03347587585449219
Polaris,year,1.0,10.0,0.03393101692199707,0,0.03393101692199707
Polaris,year,1.0,10.0,0.0340878963470459,0,0.0340878963470459
Polaris,year,1.0,10.0,0.0342404842376709,0,0.0342404842376709
Vanilla,hour,0.25,1.0,3.9258651733398438,0,3.9258651733398438
Vanilla,hour,0.25,1.0,3.8958418369293213,0,3.8958418369293213
Vanilla,hour,0.25,1.0,11.99041748046875,0,11.99041748046875
Vanilla,hour,0.25,2.5,18.49485731124878,0,18.49485731124878
Vanilla,hour,0.25,2.5,19.2044997215271,0,19.2044997215271
Vanilla,hour,0.25,2.5,13.91421389579773,0,13.91421389579773
Vanilla,hour,0.25,5.0,30.351412296295166,0,30.351412296295166
Vanilla,hour,0.25,5.0,12.732099533081055,0,12.732099533081055
Vanilla,hour,0.25,5.0,13.695057153701782,0,13.695057153701782
Vanilla,hour,0.25,10.0,175.2340109348297,0,175.2340109348297
Vanilla,hour,0.25,10.0,189.15815615653992,0,189.15815615653992
Vanilla,hour,0.25,10.0,188.46807098388672,0,188.46807098388672
Vanilla,year,0.25,1.0,21.95593762397766,0,21.95593762397766
Vanilla,year,0.25,1.0,23.472368717193604,0,23.472368717193604
Vanilla,year,0.25,1.0,14.457665920257568,0,14.457665920257568
Vanilla,year,0.25,2.5,31.760392665863037,0,31.760392665863037
Vanilla,year,0.25,2.5,20.57768964767456,0,20.57768964767456
Vanilla,year,0.25,2.5,17.227259397506714,0,17.227259397506714
Vanilla,year,0.25,5.0,15.865145683288574,0,15.865145683288574
Vanilla,year,0.25,5.0,21.62564730644226,0,21.62564730644226
Vanilla,year,0.25,5.0,96.74154329299927,0,96.74154329299927
Vanilla,year,0.25,10.0,186.1382176876068,0,186.1382176876068
Vanilla,year,0.25,10.0,186.0904996395111,0,186.0904996395111
Vanilla,year,0.25,10.0,180.9192991256714,0,180.9192991256714
Vanilla,hour,1.0,1.0,16.468101978302002,0,16.468101978302002
Vanilla,hour,1.0,1.0,21.536463022232056,0,21.536463022232056
Vanilla,hour,1.0,1.0,14.166892766952515,0,14.166892766952515
Vanilla,hour,1.0,2.5,30.12687349319458,0,30.12687349319458
Vanilla,hour,1.0,2.5,20.36825466156006,0,20.36825466156006
Vanilla,hour,1.0,2.5,19.01222586631775,0,19.01222586631775
Vanilla,hour,1.0,5.0,12.739619016647339,0,12.739619016647339
Vanilla,hour,1.0,5.0,21.335126638412476,0,21.335126638412476
Vanilla,hour,1.0,5.0,95.40512228012085,0,95.40512228012085
Vanilla,hour,1.0,10.0,190.92146801948547,0,190.92146801948547
Vanilla,hour,1.0,10.0,181.8894510269165,0,181.8894510269165
Vanilla,hour,1.0,10.0,141.25335097312927,0,141.25335097312927
Vanilla,year,1.0,1.0,4.350358247756958,0,4.350358247756958
Vanilla,year,1.0,1.0,19.415582418441772,0,19.415582418441772
Vanilla,year,1.0,1.0,14.110962152481079,0,14.110962152481079
Vanilla,year,1.0,2.5,7.599498987197876,0,7.599498987197876
Vanilla,year,1.0,2.5,19.44858145713806,0,19.44858145713806
Vanilla,year,1.0,2.5,8.796637535095215,0,8.796637535095215
Vanilla,year,1.0,5.0,11.728865623474121,0,11.728865623474121
Vanilla,year,1.0,5.0,40.928956031799316,0,40.928956031799316
Vanilla,year,1.0,5.0,86.78556299209595,0,86.78556299209595
Vanilla,year,1.0,10.0,195.75372409820557,0,195.75372409820557
Vanilla,year,1.0,10.0,180.25167679786682,0,180.25167679786682
Vanilla,year,1.0,10.0,141.49739623069763,0,141.49739623069763
